DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA NAME,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Weapon Desc,Status Desc,LOCATION
220812289,7/19/2022,12/4/2021,800,West LA,THEFT OF IDENTITY,28,F,A,,Invest Cont,100 S  BARRINGTON                   AV
221712644,6/28/2022,9/14/2021,1240,Devonshire,THEFT OF IDENTITY,41,M,H,,Invest Cont,9200    WINNETKA                     AV
221411905,6/3/2022,11/1/2021,1200,Pacific,THEFT PLAIN - PETTY ($950 & UNDER),83,M,W,,Invest Cont,3800 S  GOLDWYN                      TR
230108828,3/17/2023,12/15/2021,900,Central,VEHICLE - STOLEN,0,,,,Invest Cont,900 W  8TH                          ST
221820390,11/8/2022,11/8/2021,1800,Southeast,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",35,F,B,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,11800    ORCHARD                      AV
231004402,1/10/2023,11/3/2021,1700,West Valley,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",-1,M,W,,Invest Cont,4200    VALLEY MEADOW                RD
221512596,7/21/2022,7/19/2021,1800,N Hollywood,BATTERY - SIMPLE ASSAULT,31,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,3600    BARHAM                       BL
221222591,10/26/2022,6/15/2021,1200,77th Street,THEFT OF IDENTITY,72,F,B,,Invest Cont,7900    STANFORD                     AV
222112471,8/2/2022,5/23/2021,127,Topanga,INTIMATE PARTNER - SIMPLE ASSAULT,49,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,21100    SATICOY                      ST
230504589,1/14/2023,6/9/2021,955,Harbor,THEFT OF IDENTITY,27,M,B,,Invest Cont,800 N  MARINE                       AV
221224174,11/16/2022,3/1/2021,1,77th Street,THEFT OF IDENTITY,18,F,B,,Invest Cont,5600 S  MANHATTAN                    PL
231105993,2/21/2023,2/16/2021,2359,Northeast,OTHER MISCELLANEOUS CRIME,0,X,X,,Adult Arrest,3300    SAN FERNANDO                 RD
221113868,9/14/2022,9/7/2021,1447,Northeast,THEFT OF IDENTITY,31,M,H,,Invest Cont,200    WAYLAND                      ST
221816582,8/30/2022,8/30/2021,1,Southeast,HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,33,F,B,VERBAL THREAT,Invest Cont,92ND                         ST
221512170,7/11/2022,9/7/2021,1200,N Hollywood,THEFT OF IDENTITY,71,F,W,,Invest Cont,4200    ELMER                        AV
230306806,2/21/2023,7/1/2021,1200,Southwest,THEFT OF IDENTITY,41,M,B,,Invest Cont,1700 W  39TH                         PL
222111577,7/9/2022,4/1/2021,500,Topanga,DISTURBING THE PEACE,29,M,B,,Invest Cont,6300    VARIEL                       AV
221218276,8/24/2022,8/22/2021,800,77th Street,"BUNCO, GRAND THEFT",62,F,B,,Invest Cont,1700 W  FLORENCE                     AV
220113842,6/7/2022,12/15/2021,1910,Central,BURGLARY FROM VEHICLE,48,F,B,,Invest Cont,500 S  MAIN                         ST
220220290,11/16/2022,12/10/2021,2050,Rampart,THEFT OF IDENTITY,67,M,A,,Invest Cont,300 N  WESTMORELAND                 AV
222018379,9/20/2022,1/16/2021,1210,Olympic,THEFT OF IDENTITY,45,F,H,,Invest Cont,500 S  GRAMERCY                     PL
231510230,5/24/2023,5/1/2021,1200,N Hollywood,EXTORTION,11,F,W,,Invest Cont,6600    BECK                         AV
221418711,11/9/2022,7/1/2021,1,Pacific,THEFT OF IDENTITY,29,M,W,,Invest Cont,3700    INGLEWOOD                    BL
220715251,10/13/2022,10/15/2021,2100,Wilshire,BURGLARY,44,M,W,,Invest Cont,400 S  HAMEL                        RD
230211007,5/21/2023,3/21/2021,425,Rampart,THEFT OF IDENTITY,25,M,B,,Invest Cont,700 S  BIXEL                        ST
221312871,6/14/2022,6/27/2021,1400,Newton,CRIMINAL THREATS - NO WEAPON DISPLAYED,54,M,W,VERBAL THREAT,Invest Cont,400 E  49TH                         ST
220509722,6/1/2022,7/23/2021,1900,Harbor,VEHICLE - STOLEN,0,,,,Invest Cont,500 E  G                            ST
231411860,6/5/2023,5/2/2021,1345,Pacific,THEFT OF IDENTITY,39,M,B,,Invest Cont,5700 W  CENTURY                      BL
220814441,8/23/2022,11/4/2021,1900,West LA,THEFT OF IDENTITY,42,F,W,,Invest Cont,16000    TEMECULA                     ST
220815061,9/23/2022,1/3/2021,1,West LA,INTIMATE PARTNER - AGGRAVATED ASSAULT,46,M,O,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,800    HARTZELL                     ST
220218831,10/19/2022,6/29/2021,1,Rampart,THEFT OF IDENTITY,33,M,H,,Invest Cont,2300    MIRAMAR                      ST
230308023,3/19/2023,3/6/2021,630,Southwest,THEFT OF IDENTITY,29,F,O,,Invest Cont,3900    BRIGHTON                     AV
221012474,8/4/2022,5/1/2021,1200,West Valley,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),50,F,W,,Invest Cont,7800    TEXHOMA                      AV
221715240,10/24/2022,7/22/2021,800,Devonshire,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",31,M,O,,Invest Cont,15800    SAN FERNANDO MISSION         BL
232009067,4/30/2023,6/1/2021,1,Olympic,BATTERY - SIMPLE ASSAULT,8,M,H,ROCK/THROWN OBJECT,Invest Cont,1100 S  ARDMORE                      AV
222011292,6/17/2022,6/7/2021,24,Olympic,INTIMATE PARTNER - SIMPLE ASSAULT,34,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,400 S  MARIPOSA                     AV
221017897,12/20/2022,9/20/2021,1000,West Valley,THREATENING PHONE CALLS/LETTERS,40,M,O,VERBAL THREAT,Invest Cont,17400    VENTURA                      BL
221017933,12/20/2022,6/1/2021,1200,West Valley,THEFT OF IDENTITY,46,F,A,,Invest Cont,5200    OTIS                         AV
221511584,6/27/2022,12/24/2021,2300,N Hollywood,BATTERY - SIMPLE ASSAULT,42,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,11200    COVELLO                      ST
220220396,11/18/2022,3/30/2021,900,Rampart,THEFT OF IDENTITY,67,F,B,,Invest Cont,500 N  KENMORE                      AV
221213901,6/15/2022,7/15/2021,1200,77th Street,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",39,M,W,,Invest Cont,700 E  79TH                         ST
220216170,9/3/2022,11/3/2021,1200,Rampart,THEFT OF IDENTITY,41,F,H,,Invest Cont,500 S  BONNIE BRAE                  ST
220412930,9/7/2022,11/15/2021,2100,Hollenbeck,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),12,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,2700    WABASH                       AV
231707162,3/21/2023,1/26/2021,1200,Devonshire,THEFT OF IDENTITY,55,M,W,,Invest Cont,22500    MARILLA                      ST
220710009,6/3/2022,6/1/2021,1340,Wilshire,THEFT OF IDENTITY,41,M,K,,Invest Cont,1000    LE CLAIRE                    PL
230911129,6/28/2023,5/15/2021,1200,Van Nuys,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",46,M,O,,Invest Cont,14500    VICTORY                      BL
220215493,8/24/2022,2/8/2021,100,Rampart,THEFT OF IDENTITY,24,M,W,,Invest Cont,1000    WILSHIRE                     BL
230706364,2/22/2023,8/6/2021,1010,Wilshire,THEFT OF IDENTITY,36,M,A,,Invest Cont,1000 S  RIDGELEY                     DR
230309211,4/11/2023,10/8/2021,930,Southwest,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",34,F,B,,Invest Cont,4200    HALLDALE                     AV
220217622,9/28/2022,12/26/2021,2030,Rampart,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",44,M,W,,Invest Cont,600 N  BERENDO                      ST
221417778,10/15/2022,9/8/2021,1056,Pacific,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0,,,,Invest Cont,9000    AIRPORT                      BL
230906040,2/22/2023,2/22/2021,1,Van Nuys,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),88,M,W,,Invest Cont,5800    CEDROS                       AV
222110874,6/22/2022,12/12/2021,940,Topanga,THEFT OF IDENTITY,42,F,W,,Invest Cont,23200    AETNA                        ST
220313436,7/8/2022,5/8/2021,955,Southwest,THEFT OF IDENTITY,45,M,B,,Invest Cont,3900    NICOLET                      AV
220714368,9/22/2022,1/1/2021,810,Wilshire,THEFT OF IDENTITY,45,F,B,,Invest Cont,1100 S  HUDSON                       AV
220319405,10/31/2022,12/21/2021,800,Southwest,"BUNCO, GRAND THEFT",43,M,H,,Invest Cont,1700 W  41ST                         DR
222018612,11/27/2022,8/29/2021,2145,Olympic,THEFT OF IDENTITY,54,F,K,,Invest Cont,400 S  VIRGIL                       AV
221712895,8/30/2022,5/14/2021,1900,Devonshire,BURGLARY,56,M,B,,Adult Arrest,21500    DEVONSHIRE                   ST
220311687,6/3/2022,1/1/2021,800,Southwest,THEFT OF IDENTITY,15,F,H,,Invest Cont,1600 W  35TH                         PL
220311842,6/6/2022,3/21/2021,1500,Southwest,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,,,Invest Cont,3400 S  LA BREA                      AV
222116945,11/22/2022,12/22/2021,1200,Topanga,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,,,Invest Cont,22100    RUNNYMEDE                    ST
221225701,12/20/2022,5/3/2021,1200,77th Street,THEFT OF IDENTITY,44,M,B,,Invest Cont,6000 S  VAN NESS                     AV
221609951,6/29/2022,11/6/2021,1630,Foothill,ROBBERY,41,M,H,RIFLE,Invest Cont,9200    RALSTON                      AV
222115442,10/14/2022,10/14/2021,1150,Topanga,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0,M,W,,Invest Cont,6700    TOPANGA CANYON               BL
221711436,7/14/2022,2/18/2021,1,Devonshire,THEFT OF IDENTITY,55,M,H,,Invest Cont,10800    ANDORA                       AV
230211395,5/27/2023,11/30/2021,1405,Rampart,THEFT OF IDENTITY,21,F,H,,Invest Cont,4100    ROSEWOOD                     AV
221014420,9/24/2022,12/1/2021,800,West Valley,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),14,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,17000    HAYNES                       ST
221218063,8/16/2022,7/7/2021,1,77th Street,THEFT OF IDENTITY,50,F,H,,Invest Cont,600 W  57TH                         ST
222112205,7/27/2022,1/1/2021,830,Topanga,VANDALISM - MISDEAMEANOR ($399 OR UNDER),57,M,W,,Invest Cont,7300    DARNOCH                      WY
221321450,11/25/2022,11/1/2021,2230,Newton,INTIMATE PARTNER - SIMPLE ASSAULT,31,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,MAPLE                        AV
221217756,8/11/2022,11/11/2021,1,77th Street,THEFT OF IDENTITY,42,M,B,,Invest Cont,6100 S  HARCOURT                     AV
231214161,6/19/2023,11/20/2021,1200,77th Street,THEFT OF IDENTITY,45,M,H,,Invest Cont,1000 W  50TH                         ST
231507353,3/20/2023,8/21/2021,1100,N Hollywood,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",50,M,W,,Invest Cont,5400    RADFORD                      AV
220516743,12/6/2022,12/6/2021,1535,Harbor,THEFT OF IDENTITY,35,F,H,,Invest Cont,1400 N  BANNING                      BL
221013560,9/2/2022,7/16/2021,1400,West Valley,BATTERY - SIMPLE ASSAULT,44,F,O,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,6300    BALBOA                       BL
232106550,3/9/2023,12/27/2021,1200,Topanga,DOCUMENT FORGERY / STOLEN FELONY,63,F,W,,Invest Cont,22100    VICTORY                      BL
222015584,10/8/2022,10/8/2021,1100,Olympic,EXTORTION,22,F,H,VERBAL THREAT,Invest Cont,300 S  MARIPOSA                     AV
221110188,6/8/2022,4/15/2021,1145,Northeast,BIKE - STOLEN,46,M,F,,Invest Cont,2500    RIVERSIDE                    TR
231108608,5/3/2023,8/1/2021,2200,Northeast,EXTORTION,51,M,H,VERBAL THREAT,Adult Other,1200 N  BERENDO                      ST
221512657,7/22/2022,12/7/2021,800,N Hollywood,THEFT OF IDENTITY,36,M,W,,Invest Cont,5600    KLUMP                        AV
230312521,6/21/2023,3/1/2021,1300,Southwest,THEFT PLAIN - PETTY ($950 & UNDER),49,F,H,,Invest Cont,3000 S  CLOVERDALE                   AV
231904987,1/25/2023,7/1/2021,700,Mission,CRIMINAL THREATS - NO WEAPON DISPLAYED,59,F,H,VERBAL THREAT,Adult Arrest,14200    VAN NUYS                     BL
221917186,11/21/2022,11/21/2021,1215,Mission,THEFT PLAIN - PETTY ($950 & UNDER),38,F,O,,Invest Cont,CEDROS                       AV
231211693,5/10/2023,12/12/2021,1330,77th Street,THEFT OF IDENTITY,58,F,H,,Invest Cont,400 W  65TH                         ST
221515418,9/23/2022,9/22/2021,1,N Hollywood,DOCUMENT FORGERY / STOLEN FELONY,66,M,W,,Invest Cont,4300    KRAFT                        AV
230906407,3/3/2023,6/26/2021,1,Van Nuys,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),4,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,5500    COLDWATER CA                 AV
230211188,5/24/2023,5/17/2021,1200,Rampart,THEFT OF IDENTITY,33,M,W,,Invest Cont,1000 N  MARIPOSA                     AV
230909980,5/30/2023,1/1/2021,800,Van Nuys,OTHER MISCELLANEOUS CRIME,27,M,O,,Adult Other,13400    VICTORY                      BL
231410478,5/8/2023,10/20/2021,1200,Pacific,THEFT OF IDENTITY,66,F,W,,Invest Cont,3500    SAWTELLE                     BL
222110630,6/17/2022,8/24/2021,1700,Topanga,"BUNCO, GRAND THEFT",51,M,W,,Invest Cont,21500    OXNARD                       ST
231704303,1/4/2023,10/1/2021,1710,Devonshire,THEFT OF IDENTITY,27,F,H,,Invest Cont,11300    BLUCHER                      AV
221220041,9/19/2022,4/7/2021,1800,77th Street,"BUNCO, GRAND THEFT",60,F,B,,Invest Cont,5100    CIMARRON                     ST
220318689,10/18/2022,6/1/2021,1,Southwest,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),8,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,700 W  42ND                         PL
221111892,7/24/2022,1/1/2021,1,Northeast,THEFT OF IDENTITY,17,M,H,,Invest Cont,3200    GLENHURST                    AV
221611936,8/31/2022,9/13/2021,504,Foothill,"BUNCO, PETTY THEFT",65,M,X,,Adult Other,8500    FOOTHILL                     BL
221715820,11/8/2022,11/1/2021,1500,Devonshire,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),11,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,8500    LIMERICK                     AV
230404842,1/26/2023,9/25/2021,1725,Hollenbeck,THEFT PLAIN - PETTY ($950 & UNDER),23,F,W,,Invest Cont,1600    MARENGO                      ST
220916205,11/16/2022,5/1/2021,800,Van Nuys,THEFT OF IDENTITY,34,F,W,,Invest Cont,15000    MOORPARK                     ST
222014186,8/24/2022,3/23/2021,1220,Olympic,THEFT OF IDENTITY,33,F,K,,Invest Cont,2800    SUNSET                       PL
220123349,10/27/2022,3/27/2021,1500,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,X,X,,Invest Cont,600 S  BROADWAY
220816354,11/2/2022,12/1/2021,1,West LA,THEFT OF IDENTITY,62,M,W,,Invest Cont,11600    MONTANA                      AV
231809957,5/5/2023,3/25/2021,1200,Southeast,VEHICLE - STOLEN,0,,,,Adult Other,200 E  89TH                         ST
230306368,2/15/2023,12/1/2021,1,Southwest,"BUNCO, GRAND THEFT",83,M,B,,Invest Cont,1800 W  MARTIN LUTHER KING JR        BL
230805510,2/2/2023,2/24/2021,1000,West LA,THEFT OF IDENTITY,39,M,B,,Invest Cont,1400 S  HOLT                         AV
221217991,8/19/2022,5/11/2021,1200,77th Street,"BUNCO, GRAND THEFT",60,F,B,,Invest Cont,1700 W  FLORENCE                     AV
221815573,8/10/2022,1/20/2021,1106,Southeast,BATTERY - SIMPLE ASSAULT,52,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,103RD
221513304,8/2/2022,4/28/2021,1145,N Hollywood,THEFT OF IDENTITY,43,F,W,,Invest Cont,4900    BILOXI                       AV
221314370,7/12/2022,12/16/2021,600,Newton,BURGLARY FROM VEHICLE,27,F,H,,Invest Cont,300 E  WASHINGTON                   BL
221012375,8/3/2022,11/10/2021,1200,West Valley,VIOLATION OF TEMPORARY RESTRAINING ORDER,32,F,H,,Adult Arrest,19400    ELKWOOD                      ST
220217209,9/22/2022,4/6/2021,900,Rampart,THEFT OF IDENTITY,28,M,H,,Invest Cont,600 N  VIRGIL                       AV
220412242,8/19/2022,12/21/2021,1925,Hollenbeck,THEFT OF IDENTITY,63,F,H,,Invest Cont,3000 E  5TH                          ST
222117162,11/28/2022,12/21/2021,1,Topanga,THEFT OF IDENTITY,53,F,W,,Invest Cont,7500    CHAMINADE                    AV
220612771,7/5/2022,8/31/2021,1200,Hollywood,"BUNCO, GRAND THEFT",53,M,H,,Invest Cont,1500    VINE                         ST
222113647,8/29/2022,8/28/2021,1,Topanga,THEFT OF IDENTITY,52,M,W,,Invest Cont,7600    KENTLAND                     AV
221917682,12/7/2022,8/23/2021,440,Mission,THEFT OF IDENTITY,36,F,B,,Invest Cont,9000    LANGDON                      AV
220910235,6/12/2022,9/1/2021,1400,Van Nuys,BURGLARY,48,M,W,,Invest Cont,15500    ERWIN                        ST
220316111,9/2/2022,8/30/2021,500,Southwest,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",26,M,B,,Invest Cont,3900    HEPBURN                      AV
232007807,4/3/2023,7/15/2021,400,Olympic,BATTERY - SIMPLE ASSAULT,46,F,A,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1000 S  CATALINA                     ST
231108553,5/2/2023,1/14/2021,1115,Northeast,THEFT OF IDENTITY,-1,X,X,,Invest Cont,1100 N  COMMONWEALTH                 AV
231110403,6/22/2023,3/3/2021,1000,Northeast,VEHICLE - STOLEN,0,,,,Invest Cont,1900    ALDER                        DR
220127449,12/31/2022,7/27/2021,1220,Central,THEFT OF IDENTITY,25,M,C,,Invest Cont,1100 S  GRAND                        AV
220412993,9/9/2022,1/1/2021,1,Hollenbeck,THEFT OF IDENTITY,52,M,H,,Invest Cont,1900    PENNSYLVANIA                 AV
221016787,11/22/2022,9/8/2021,1730,West Valley,CRIMINAL THREATS - NO WEAPON DISPLAYED,56,F,W,VERBAL THREAT,Invest Cont,18900    SATICOY                      ST
231507063,2/22/2023,2/18/2021,1,N Hollywood,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",60,F,W,,Invest Cont,10700    COLLINS                      ST
220816365,11/3/2022,11/20/2021,1400,West LA,BATTERY - SIMPLE ASSAULT,60,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,2400    NALIN                        DR
230805169,1/28/2023,1/1/2021,1,West LA,DOCUMENT FORGERY / STOLEN FELONY,95,M,W,,Invest Cont,500    WARNER                       AV
231605842,2/17/2023,2/2/2021,1135,Foothill,THEFT OF IDENTITY,58,F,H,,Invest Cont,12600    VAN NUYS                     BL
220314981,8/11/2022,10/11/2021,2230,Southwest,THEFT PLAIN - PETTY ($950 & UNDER),32,F,B,,Invest Cont,3000    CRENSHAW                     BL
221609541,6/16/2022,6/1/2021,1200,Foothill,THEFT OF IDENTITY,55,F,W,,Invest Cont,8700    NORRIS                       AV
230707441,3/21/2023,7/1/2021,800,Wilshire,THEFT OF IDENTITY,54,M,B,,Invest Cont,1400 S  HAYWORTH                     AV
231305308,1/27/2023,1/1/2021,2300,Newton,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),12,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,200 E  47TH                         ST
220118439,8/14/2022,2/16/2021,1200,Central,THEFT OF IDENTITY,47,M,K,,Invest Cont,400 W  5TH                          ST
220217735,9/30/2022,1/1/2021,900,Rampart,THEFT OF IDENTITY,10,F,H,,Invest Cont,800    BEACON                       AV
230606637,2/23/2023,6/7/2021,1425,Hollywood,THEFT OF IDENTITY,34,F,W,,Invest Cont,2200    CHELAN                       DR
231705757,2/15/2023,12/30/2021,1000,Devonshire,DOCUMENT FORGERY / STOLEN FELONY,76,F,H,,Invest Cont,8800    ETIWANDA                     AV
230605944,2/10/2023,2/8/2021,1900,Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),52,M,I,,Invest Cont,1900    TAFT                         AV
220813050,8/6/2022,7/28/2021,2300,West LA,BURGLARY FROM VEHICLE,24,F,W,,Invest Cont,12300 W  PICO                         BL
230405898,2/28/2023,1/21/2021,830,Hollenbeck,THEFT PLAIN - PETTY ($950 & UNDER),35,M,H,,Invest Cont,1300    SAN PABLO                    ST
231308076,3/22/2023,11/1/2021,600,Newton,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",20,M,H,,Invest Cont,800 E  41ST                         ST
230609819,5/15/2023,12/1/2021,1200,Hollywood,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0,M,W,,Invest Cont,1100 N  GOWER                        ST
221710112,6/16/2022,12/13/2021,100,Devonshire,THEFT OF IDENTITY,33,M,O,,Invest Cont,18900    BAHAMA                       ST
231505825,2/13/2023,6/11/2021,1800,N Hollywood,BURGLARY,65,F,H,,Invest Cont,7400    COLDWATER CANYON             AV
231706179,2/26/2023,2/22/2021,955,Devonshire,THEFT OF IDENTITY,41,M,W,,Invest Cont,11700    KILLIMORE                    AV
221900750,7/28/2022,1/1/2021,1200,Mission,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",79,F,B,,Invest Cont,14000    LAKESIDE                     ST
221013588,9/3/2022,6/21/2021,815,West Valley,THEFT OF IDENTITY,34,F,H,,Invest Cont,17900    CALIFA                       ST
230607151,3/13/2023,11/29/2021,2000,Hollywood,THEFT OF IDENTITY,24,F,H,,Invest Cont,7900    SELMA                        AV
221012466,8/3/2022,6/1/2021,2000,West Valley,INTIMATE PARTNER - SIMPLE ASSAULT,31,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,6900    ETIWANDA                     AV
220710435,6/7/2022,9/27/2021,300,Wilshire,"CREDIT CARDS, FRAUD USE ($950 & UNDER",26,M,B,,Invest Cont,700    LA CIENEGA                   BL
221010503,6/15/2022,12/1/2021,1,West Valley,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",63,F,W,,Adult Other,BURBANK                      BL
231711355,6/12/2023,8/11/2021,1200,Devonshire,THEFT OF IDENTITY,49,F,W,,Invest Cont,10600    ATLANTA                      AV
232106957,3/15/2023,7/6/2021,2010,Topanga,THEFT OF IDENTITY,55,F,W,,Invest Cont,21700    VENTURA                      BL
222013263,6/11/2022,11/8/2021,1200,Olympic,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",44,M,A,,Invest Cont,600 N  ARDMORE                      AV
220317943,10/5/2022,7/3/2021,1330,Southwest,BATTERY - SIMPLE ASSAULT,54,M,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,4500    SANTA ROSALIA                DR
230505632,2/14/2023,6/1/2021,1,Harbor,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),11,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1000    RAVENNA                      AV
221215270,7/6/2022,7/4/2021,900,77th Street,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,,,Invest Cont,300 E  74TH                         ST
220213030,7/7/2022,1/7/2021,1221,Rampart,THEFT OF IDENTITY,27,F,B,,Invest Cont,400 S  BURLINGTON                   AV
230310945,5/16/2023,12/29/2021,1920,Southwest,THEFT OF IDENTITY,23,F,B,,Invest Cont,2600 S  ORANGE                       DR
231105615,2/11/2023,12/2/2021,1525,Northeast,THEFT OF IDENTITY,28,M,H,,Invest Cont,2300    MERTON                       AV
222013035,8/6/2022,1/8/2021,1120,Olympic,THEFT OF IDENTITY,36,M,O,,Invest Cont,3100    WILSHIRE                     BL
220509791,6/2/2022,9/14/2021,1425,Harbor,THEFT OF IDENTITY,59,M,B,,Invest Cont,1500 S  BEACON                       ST
221300788,6/3/2022,12/3/2021,100,Newton,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",40,M,B,,Invest Cont,1200    LONG BEACH                   AV
222110841,6/22/2022,8/9/2021,1,Topanga,THEFT OF IDENTITY,53,M,O,,Invest Cont,7300    OSO                          AV
221015260,10/14/2022,1/26/2021,555,West Valley,THEFT OF IDENTITY,22,M,B,,Invest Cont,5400    ZELZAH                       AV
221420271,12/9/2022,6/28/2021,1235,Pacific,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",35,M,H,,Invest Cont,7100 W  MANCHESTER                   AV
220114150,6/13/2022,2/23/2021,1,Central,OTHER MISCELLANEOUS CRIME,22,F,O,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,1200 S  HOPE                         ST
230908109,4/13/2023,5/23/2021,2000,Van Nuys,BURGLARY FROM VEHICLE,84,M,W,,Invest Cont,HAMLIN
220912828,8/20/2022,6/20/2021,1555,Van Nuys,THEFT OF IDENTITY,33,M,B,,Invest Cont,14600    WYANDOTTE                    ST
232105377,2/7/2023,5/1/2021,800,Topanga,THEFT OF IDENTITY,0,M,W,,Invest Cont,22800    VENTURA                      BL
220912631,8/16/2022,9/2/2021,2325,Van Nuys,THEFT OF IDENTITY,32,F,W,,Invest Cont,6200    ETHEL                        AV
230611089,6/12/2023,1/29/2021,900,Hollywood,THEFT OF IDENTITY,41,M,O,,Invest Cont,5800 W  SUNSET                       BL
220113846,6/8/2022,12/15/2021,2020,Central,THEFT PLAIN - PETTY ($950 & UNDER),50,M,H,,Invest Cont,100 S  MAIN                         ST
230909684,5/22/2023,5/1/2021,1651,Van Nuys,CRIMINAL THREATS - NO WEAPON DISPLAYED,23,M,O,VERBAL THREAT,Invest Cont,4800    COLDWATER CANYON             AV
231306876,2/24/2023,11/17/2021,805,Newton,THEFT OF IDENTITY,56,M,B,,Invest Cont,4100 S  BROADWAY
230312884,6/29/2023,6/22/2021,1,Southwest,"BUNCO, GRAND THEFT",26,F,W,,Invest Cont,1300 W  24TH                         ST
220618619,11/3/2022,1/14/2021,1635,Hollywood,THEFT OF IDENTITY,52,M,W,,Invest Cont,3200 N  NICHOLS CANYON               RD
222012882,7/27/2022,12/6/2021,1900,Olympic,INTIMATE PARTNER - AGGRAVATED ASSAULT,34,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,300 S  NORMANDIE                    AV
231008370,4/24/2023,3/11/2021,1300,West Valley,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",21,F,W,,Invest Cont,17800    TWILIGHT                     LN
